"Always equal to ACS Summary File identification"	"State Postal Abbreviation"	"Summary Level"	"Geographic Component"	"US"	"Census Region"	"Census Division"	"State (FIPS Code)"	"County of current residence"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/ Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Statistical Area-Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Area"	"New England City and Town Combined Statistical Area"	"New England City and Town Area Division"	"Urban Area"	"Current Congressional District ***"	"State Legislative District Upper"	"State Legislative District Lower"	"5-digit ZIP Code Tabulation Area"	"Subminor Civil Division (FIPS)"	"State-School District (Elementary)"	"State-School District (Secondary)"	"State-School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Public Use Microdata Area – 5% File"	"Geographic Identifier"	"Area Name"	"Tribal Tract"	"Tribal Block Group"	"Qualifying Name"	"FIPS"	"Area (Land)"	"Area (Water)"	"Place (State FIPS + Place FIPS)"	"ZIP Code Tabulation Area (3-digit)"	"Total Population"	"Population Density (Per Sq. Mile)"	"Area (Land)"
Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_QName	Geo_FIPS	Geo_AREALAND	Geo_AREAWATR	Geo_PLACESE	Geo_ZCTA3	SE_A00002_001	SE_A00002_002	SE_A00002_003
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"401706"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4017.06"	""	""	"Census Tract 4017.06, Los Angeles County, California"	"06037401706"	"1239511"	"0"	""	""	4401	9195.995	0.478577893024987
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"401707"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4017.07"	""	""	"Census Tract 4017.07, Los Angeles County, California"	"06037401707"	"2105841"	"0"	""	""	8406	10338.6	0.813069790284743
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"401801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4018.01"	""	""	"Census Tract 4018.01, Los Angeles County, California"	"06037401801"	"3550195"	"12321"	""	""	4467	3258.828	1.37073801114136
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"401802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4018.02"	""	""	"Census Tract 4018.02, Los Angeles County, California"	"06037401802"	"2452356"	"0"	""	""	3590	3791.479	0.94685998545167
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"401901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4019.01"	""	""	"Census Tract 4019.01, Los Angeles County, California"	"06037401901"	"1716967"	"0"	""	""	3823	5766.869	0.662924693087381
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"401902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4019.02"	""	""	"Census Tract 4019.02, Los Angeles County, California"	"06037401902"	"2656563"	"3536"	""	""	6290	6132.369	1.02570475230001
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4020.01"	""	""	"Census Tract 4020.01, Los Angeles County, California"	"06037402001"	"1458683"	"0"	""	""	4043	7178.613	0.563200678922064
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4020.02"	""	""	"Census Tract 4020.02, Los Angeles County, California"	"06037402002"	"1654730"	"0"	""	""	4180	6542.548	0.63889485202248
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4021.01"	""	""	"Census Tract 4021.01, Los Angeles County, California"	"06037402101"	"1189576"	"0"	""	""	4986	10855.7	0.459297880916823
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4021.02"	""	""	"Census Tract 4021.02, Los Angeles County, California"	"06037402102"	"2285871"	"12302"	""	""	5344	6054.977	0.882579764848331
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4022"	""	""	"Census Tract 4022, Los Angeles County, California"	"06037402200"	"6358886"	"0"	""	""	7081	2884.107	2.45517971511837
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4023.01"	""	""	"Census Tract 4023.01, Los Angeles County, California"	"06037402301"	"1331437"	"0"	""	""	5169	10055.04	0.514070721563189
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402303"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4023.03"	""	""	"Census Tract 4023.03, Los Angeles County, California"	"06037402303"	"944282"	"0"	""	""	3964	10872.51	0.364589334004636
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402304"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4023.04"	""	""	"Census Tract 4023.04, Los Angeles County, California"	"06037402304"	"697362"	"0"	""	""	4098	15219.89	0.269252984955915
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4024.03"	""	""	"Census Tract 4024.03, Los Angeles County, California"	"06037402403"	"2032376"	"0"	""	""	5385	6862.453	0.784704793999046
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402404"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4024.04"	""	""	"Census Tract 4024.04, Los Angeles County, California"	"06037402404"	"4090895"	"0"	""	""	2088	1321.934	1.57950345715887
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402405"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4024.05"	""	""	"Census Tract 4024.05, Los Angeles County, California"	"06037402405"	"1013779"	"0"	""	""	2204	5630.748	0.39142227685997
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402406"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4024.06"	""	""	"Census Tract 4024.06, Los Angeles County, California"	"06037402406"	"1167576"	"0"	""	""	4736	10505.68	0.450803633067026
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4025.01"	""	""	"Census Tract 4025.01, Los Angeles County, California"	"06037402501"	"1015920"	"0"	""	""	4868	12410.49	0.392248921616625
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402503"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4025.03"	""	""	"Census Tract 4025.03, Los Angeles County, California"	"06037402503"	"874283"	"0"	""	""	4333	12836.14	0.337562567857457
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402504"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4025.04"	""	""	"Census Tract 4025.04, Los Angeles County, California"	"06037402504"	"600367"	"0"	""	""	2509	10823.85	0.231803004492685
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4026.01"	""	""	"Census Tract 4026.01, Los Angeles County, California"	"06037402601"	"1034756"	"0"	""	""	2892	7238.659	0.399521542184751
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4026.02"	""	""	"Census Tract 4026.02, Los Angeles County, California"	"06037402602"	"1247240"	"0"	""	""	4824	10017.4	0.481562076735491
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4027.02"	""	""	"Census Tract 4027.02, Los Angeles County, California"	"06037402702"	"1498495"	"0"	""	""	5018	8673.075	0.578572178712797
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4027.03"	""	""	"Census Tract 4027.03, Los Angeles County, California"	"06037402703"	"1070958"	"0"	""	""	5448	13175.36	0.413499213123767
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402705"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4027.05"	""	""	"Census Tract 4027.05, Los Angeles County, California"	"06037402705"	"865507"	"0"	""	""	3530	10563.35	0.334174135169738
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402706"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4027.06"	""	""	"Census Tract 4027.06, Los Angeles County, California"	"06037402706"	"1061837"	"0"	""	""	3629	8851.704	0.409977575185677
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4028.01"	""	""	"Census Tract 4028.01, Los Angeles County, California"	"06037402801"	"1815766"	"4003"	""	""	4815	6868.062	0.701071201874294
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402803"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4028.03"	""	""	"Census Tract 4028.03, Los Angeles County, California"	"06037402803"	"630282"	"0"	""	""	3567	14657.7	0.243353251057534
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402804"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4028.04"	""	""	"Census Tract 4028.04, Los Angeles County, California"	"06037402804"	"1318217"	"0"	""	""	4442	8727.491	0.508966450809811
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4029.02"	""	""	"Census Tract 4029.02, Los Angeles County, California"	"06037402902"	"1845219"	"0"	""	""	6853	9619.015	0.712443069234298
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402903"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4029.03"	""	""	"Census Tract 4029.03, Los Angeles County, California"	"06037402903"	"1584347"	"0"	""	""	3556	5813.119	0.611719822640105
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"402904"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4029.04"	""	""	"Census Tract 4029.04, Los Angeles County, California"	"06037402904"	"1908562"	"0"	""	""	3671	4981.681	0.736899939304738
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4030"	""	""	"Census Tract 4030, Los Angeles County, California"	"06037403000"	"2416493"	"1922"	""	""	6796	7283.927	0.933013203149976
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.05"	""	""	"Census Tract 4033.05, Los Angeles County, California"	"06037403305"	"1481586"	"0"	""	""	2150	3758.455	0.572043577035878
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403316"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.16"	""	""	"Census Tract 4033.16, Los Angeles County, California"	"06037403316"	"2910036"	"0"	""	""	7039	6264.845	1.12357122890145
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403317"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.17"	""	""	"Census Tract 4033.17, Los Angeles County, California"	"06037403317"	"4190584"	"0"	""	""	5008	3095.191	1.61799359688153
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403318"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.18"	""	""	"Census Tract 4033.18, Los Angeles County, California"	"06037403318"	"3368569"	"0"	""	""	6250	4805.431	1.30061181750649
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403319"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.19"	""	""	"Census Tract 4033.19, Los Angeles County, California"	"06037403319"	"2224166"	"9919"	""	""	4148	4830.247	0.858755330140526
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.20"	""	""	"Census Tract 4033.20, Los Angeles County, California"	"06037403320"	"3916941"	"0"	""	""	5221	3452.267	1.51233943941053
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.21"	""	""	"Census Tract 4033.21, Los Angeles County, California"	"06037403321"	"6363008"	"1698"	""	""	5536	2253.364	2.45677122828368
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.23"	""	""	"Census Tract 4033.23, Los Angeles County, California"	"06037403323"	"3168255"	"0"	""	""	5551	4537.836	1.22327014642539
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403324"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.24"	""	""	"Census Tract 4033.24, Los Angeles County, California"	"06037403324"	"7954001"	"1467"	""	""	6569	2139.003	3.07105708597878
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403325"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.25"	""	""	"Census Tract 4033.25, Los Angeles County, California"	"06037403325"	"17104379"	"0"	""	""	4864	736.519	6.60403831986866
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403326"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.26"	""	""	"Census Tract 4033.26, Los Angeles County, California"	"06037403326"	"1913710"	"3949"	""	""	2434	3294.141	0.738887593301591
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.27"	""	""	"Census Tract 4033.27, Los Angeles County, California"	"06037403327"	"8757543"	"115181"	""	""	2431	718.9529	3.38130639987521
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403328"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4033.28"	""	""	"Census Tract 4033.28, Los Angeles County, California"	"06037403328"	"2789732"	"0"	""	""	5435	5045.855	1.07712159284136
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4034.01"	""	""	"Census Tract 4034.01, Los Angeles County, California"	"06037403401"	"2305829"	"0"	""	""	4895	5498.236	0.890285592056797
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4034.02"	""	""	"Census Tract 4034.02, Los Angeles County, California"	"06037403402"	"1737142"	"0"	""	""	3292	4908.2	0.67071430446782
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4034.03"	""	""	"Census Tract 4034.03, Los Angeles County, California"	"06037403403"	"3889027"	"8226"	""	""	5228	3481.708	1.50156178329784
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403404"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4034.04"	""	""	"Census Tract 4034.04, Los Angeles County, California"	"06037403404"	"2389804"	"1424"	""	""	2329	2524.091	0.922708522201647
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403407"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4034.07"	""	""	"Census Tract 4034.07, Los Angeles County, California"	"06037403407"	"4724953"	"0"	""	""	2193	1202.095	1.82431463002917
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403408"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4034.08"	""	""	"Census Tract 4034.08, Los Angeles County, California"	"06037403408"	"3158643"	"0"	""	""	6156	5047.727	1.21955893231938
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403409"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4034.09"	""	""	"Census Tract 4034.09, Los Angeles County, California"	"06037403409"	"4684452"	"0"	""	""	4119	2277.355	1.80867710583987
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4035"	""	""	"Census Tract 4035, Los Angeles County, California"	"06037403500"	"4918499"	"0"	""	""	1497	788.2917	1.89904316158994
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4036.01"	""	""	"Census Tract 4036.01, Los Angeles County, California"	"06037403601"	"4895261"	"25796"	""	""	7006	3706.739	1.8900709192475
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4037.02"	""	""	"Census Tract 4037.02, Los Angeles County, California"	"06037403702"	"1706609"	"5480"	""	""	4084	6197.97	0.658925446758827
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4037.03"	""	""	"Census Tract 4037.03, Los Angeles County, California"	"06037403703"	"2159660"	"0"	""	""	4707	5644.904	0.833849423240571
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403721"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4037.21"	""	""	"Census Tract 4037.21, Los Angeles County, California"	"06037403721"	"1897377"	"1687"	""	""	5469	7465.382	0.732581386477466
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403722"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4037.22"	""	""	"Census Tract 4037.22, Los Angeles County, California"	"06037403722"	"1803301"	"0"	""	""	5430	7798.828	0.696258438263034
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4038.01"	""	""	"Census Tract 4038.01, Los Angeles County, California"	"06037403801"	"1882745"	"0"	""	""	5653	7776.519	0.726931939453001
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4038.02"	""	""	"Census Tract 4038.02, Los Angeles County, California"	"06037403802"	"1303921"	"0"	""	""	6547	13004.35	0.503446734116143
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4039.01"	""	""	"Census Tract 4039.01, Los Angeles County, California"	"06037403901"	"1257911"	"0"	""	""	3091	6364.244	0.485682173044817
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"403902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4039.02"	""	""	"Census Tract 4039.02, Los Angeles County, California"	"06037403902"	"2113034"	"0"	""	""	5232	6412.967	0.815847023229451
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4040"	""	""	"Census Tract 4040, Los Angeles County, California"	"06037404000"	"1317438"	"3901"	""	""	4696	9231.997	0.508665677215493
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4041"	""	""	"Census Tract 4041, Los Angeles County, California"	"06037404100"	"1348804"	"0"	""	""	6270	12039.72	0.520776158036253
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4042.01"	""	""	"Census Tract 4042.01, Los Angeles County, California"	"06037404201"	"927530"	"0"	""	""	3419	9547.043	0.358121350369191
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404203"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4042.03"	""	""	"Census Tract 4042.03, Los Angeles County, California"	"06037404203"	"644916"	"0"	""	""	4309	17304.98	0.249003470286349
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4043.01"	""	""	"Census Tract 4043.01, Los Angeles County, California"	"06037404301"	"1107477"	"0"	""	""	5920	13844.74	0.427599278452255
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404302"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4043.02"	""	""	"Census Tract 4043.02, Los Angeles County, California"	"06037404302"	"615758"	"0"	""	""	2202	9262.005	0.237745503067968
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4044.01"	""	""	"Census Tract 4044.01, Los Angeles County, California"	"06037404401"	"1450508"	"0"	""	""	3807	6797.677	0.560044293641515
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"404402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 4044.02"	""	""	"Census Tract 4044.02, Los Angeles County, California"	"06037404402"	"3346362"	"19831"	""	""	4623	3578.069	1.29203764650647
