"Always equal to ACS Summary File identification"	"State Postal Abbreviation"	"Summary Level"	"Geographic Component"	"US"	"Census Region"	"Census Division"	"State (FIPS Code)"	"County of current residence"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/ Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Statistical Area-Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Area"	"New England City and Town Combined Statistical Area"	"New England City and Town Area Division"	"Urban Area"	"Current Congressional District ***"	"State Legislative District Upper"	"State Legislative District Lower"	"5-digit ZIP Code Tabulation Area"	"Subminor Civil Division (FIPS)"	"State-School District (Elementary)"	"State-School District (Secondary)"	"State-School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Public Use Microdata Area – 5% File"	"Geographic Identifier"	"Area Name"	"Tribal Tract"	"Tribal Block Group"	"Qualifying Name"	"FIPS"	"Area (Land)"	"Area (Water)"	"Place (State FIPS + Place FIPS)"	"ZIP Code Tabulation Area (3-digit)"	"Total Population"	"Population Density (Per Sq. Mile)"	"Area (Land)"
Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_QName	Geo_FIPS	Geo_AREALAND	Geo_AREAWATR	Geo_PLACESE	Geo_ZCTA3	SE_A00002_001	SE_A00002_002	SE_A00002_003
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207307"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2073.07"	""	""	"Census Tract 2073.07, Los Angeles County, California"	"06037207307"	"48861"	"0"	""	""	1403	74369.2	0.0188653383722241
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207308"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2073.08"	""	""	"Census Tract 2073.08, Los Angeles County, California"	"06037207308"	"45914"	"0"	""	""	1268	71527.3	0.0177274952625263
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2074"	""	""	"Census Tract 2074, Los Angeles County, California"	"06037207400"	"862957"	"6458"	""	""	2091	6275.707	0.333189574623512
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2075.01"	""	""	"Census Tract 2075.01, Los Angeles County, California"	"06037207501"	"134327"	"0"	""	""	1995	38466.03	0.0518639468599855
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2075.02"	""	""	"Census Tract 2075.02, Los Angeles County, California"	"06037207502"	"418380"	"0"	""	""	3652	22607.76	0.161537427972639
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207711"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2077.11"	""	""	"Census Tract 2077.11, Los Angeles County, California"	"06037207711"	"693947"	"0"	""	""	2189	8169.909	0.267934446028321
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207712"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2077.12"	""	""	"Census Tract 2077.12, Los Angeles County, California"	"06037207712"	"407275"	"0"	""	""	4388	27904.65	0.157249763319367
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2079.01"	""	""	"Census Tract 2079.01, Los Angeles County, California"	"06037207901"	"203283"	"0"	""	""	3227	41114.56	0.0784880084386491
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"207902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2079.02"	""	""	"Census Tract 2079.02, Los Angeles County, California"	"06037207902"	"699776"	"0"	""	""	7214	26700.22	0.270185035606343
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2080.01"	""	""	"Census Tract 2080.01, Los Angeles County, California"	"06037208001"	"575976"	"0"	""	""	2452	11025.89	0.222385586342485
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2080.02"	""	""	"Census Tract 2080.02, Los Angeles County, California"	"06037208002"	"395184"	"0"	""	""	4147	27178.94	0.152581401921553
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2083.01"	""	""	"Census Tract 2083.01, Los Angeles County, California"	"06037208301"	"92955"	"0"	""	""	1904	53050.8	0.0358901276762672
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208302"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2083.02"	""	""	"Census Tract 2083.02, Los Angeles County, California"	"06037208302"	"439970"	"0"	""	""	4881	28733.17	0.16987337393069
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2084.01"	""	""	"Census Tract 2084.01, Los Angeles County, California"	"06037208401"	"229676"	"0"	""	""	4092	46144.27	0.0886784031431806
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2084.02"	""	""	"Census Tract 2084.02, Los Angeles County, California"	"06037208402"	"340750"	"0"	""	""	2719	20666.7	0.131564316128106
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2085.01"	""	""	"Census Tract 2085.01, Los Angeles County, California"	"06037208501"	"243219"	"0"	""	""	2577	27441.93	0.0939073848990806
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2085.02"	""	""	"Census Tract 2085.02, Los Angeles County, California"	"06037208502"	"261043"	"0"	""	""	4208	41750.48	0.100789270066116
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208610"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2086.10"	""	""	"Census Tract 2086.10, Los Angeles County, California"	"06037208610"	"350131"	"0"	""	""	4274	31615.62	0.135186340631694
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208620"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2086.20"	""	""	"Census Tract 2086.20, Los Angeles County, California"	"06037208620"	"324331"	"0"	""	""	3930	31383.53	0.125224904516932
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208710"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2087.10"	""	""	"Census Tract 2087.10, Los Angeles County, California"	"06037208710"	"170380"	"0"	""	""	4757	72312.32	0.0657840885749278
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208720"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2087.20"	""	""	"Census Tract 2087.20, Los Angeles County, California"	"06037208720"	"164736"	"0"	""	""	3917	61583.28	0.0636049278992798
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2088.01"	""	""	"Census Tract 2088.01, Los Angeles County, California"	"06037208801"	"234245"	"34211"	""	""	3397	37559.77	0.0904425039807134
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2088.02"	""	""	"Census Tract 2088.02, Los Angeles County, California"	"06037208802"	"211495"	"0"	""	""	2792	34191.1	0.0816586794996734
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2089.02"	""	""	"Census Tract 2089.02, Los Angeles County, California"	"06037208902"	"184049"	"0"	""	""	2376	33435.72	0.0710617192048766
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208903"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2089.03"	""	""	"Census Tract 2089.03, Los Angeles County, California"	"06037208903"	"159288"	"0"	""	""	3955	64307.43	0.0615014432499301
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"208904"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2089.04"	""	""	"Census Tract 2089.04, Los Angeles County, California"	"06037208904"	"112106"	"0"	""	""	3816	88161.16	0.0432843704295155
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209103"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2091.03"	""	""	"Census Tract 2091.03, Los Angeles County, California"	"06037209103"	"124015"	"0"	""	""	3648	76186.56	0.0478824612314806
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209104"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2091.04"	""	""	"Census Tract 2091.04, Los Angeles County, California"	"06037209104"	"69958"	"0"	""	""	2485	91999.77	0.0270109359580044
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209105"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2091.05"	""	""	"Census Tract 2091.05, Los Angeles County, California"	"06037209105"	"83227"	"0"	""	""	3231	100547.3	0.032134125717957
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209106"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2091.06"	""	""	"Census Tract 2091.06, Los Angeles County, California"	"06037209106"	"221625"	"0"	""	""	2531	29578.16	0.0855698945323299
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2092.01"	""	""	"Census Tract 2092.01, Los Angeles County, California"	"06037209201"	"168180"	"0"	""	""	3026	46600.69	0.0649346637899481
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2092.02"	""	""	"Census Tract 2092.02, Los Angeles County, California"	"06037209202"	"243018"	"0"	""	""	1485	15826.53	0.0938297783619075
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2093"	""	""	"Census Tract 2093, Los Angeles County, California"	"06037209300"	"306315"	"0"	""	""	4763	40272.64	0.118268887732298
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2094.01"	""	""	"Census Tract 2094.01, Los Angeles County, California"	"06037209401"	"215668"	"0"	""	""	4095	49177.45	0.0832698838759098
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2094.02"	""	""	"Census Tract 2094.02, Los Angeles County, California"	"06037209402"	"136231"	"0"	""	""	4296	81674.42	0.0525990854011679
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2094.03"	""	""	"Census Tract 2094.03, Los Angeles County, California"	"06037209403"	"138195"	"0"	""	""	4311	80794.8	0.0533573900728498
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209510"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2095.10"	""	""	"Census Tract 2095.10, Los Angeles County, California"	"06037209510"	"182484"	"0"	""	""	2635	37398.45	0.0704574693010161
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2095.20"	""	""	"Census Tract 2095.20, Los Angeles County, California"	"06037209520"	"231175"	"0"	""	""	2569	28782	0.0892571703034918
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209810"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2098.10"	""	""	"Census Tract 2098.10, Los Angeles County, California"	"06037209810"	"149829"	"0"	""	""	2740	47364.44	0.0578493027766924
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"209820"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2098.20"	""	""	"Census Tract 2098.20, Los Angeles County, California"	"06037209820"	"179107"	"0"	""	""	2559	37004.58	0.0691536022560722
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"210010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2100.10"	""	""	"Census Tract 2100.10, Los Angeles County, California"	"06037210010"	"408974"	"0"	""	""	3349	21208.85	0.157905750914676
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2110"	""	""	"Census Tract 2110, Los Angeles County, California"	"06037211000"	"2656762"	"0"	""	""	5130	5001.064	1.02578158663283
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2111.21"	""	""	"Census Tract 2111.21, Los Angeles County, California"	"06037211121"	"213925"	"0"	""	""	2354	28499.86	0.0825969077849009
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2111.22"	""	""	"Census Tract 2111.22, Los Angeles County, California"	"06037211122"	"365557"	"0"	""	""	2641	18711.61	0.141142352783102
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2111.23"	""	""	"Census Tract 2111.23, Los Angeles County, California"	"06037211123"	"172032"	"0"	""	""	1748	26316.61	0.0664219293680125
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211124"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2111.24"	""	""	"Census Tract 2111.24, Los Angeles County, California"	"06037211124"	"395043"	"0"	""	""	4321	28329.42	0.15252696151488
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2112.01"	""	""	"Census Tract 2112.01, Los Angeles County, California"	"06037211201"	"139369"	"0"	""	""	2391	44433.56	0.0538106740262889
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2112.02"	""	""	"Census Tract 2112.02, Los Angeles County, California"	"06037211202"	"179169"	"0"	""	""	2307	33348.97	0.0691775405909217
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211310"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2113.10"	""	""	"Census Tract 2113.10, Los Angeles County, California"	"06037211310"	"143939"	"0"	""	""	3330	59918.86	0.0555751609659968
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2113.20"	""	""	"Census Tract 2113.20, Los Angeles County, California"	"06037211320"	"186272"	"0"	""	""	3326	46245.81	0.0719200243398811
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211410"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2114.10"	""	""	"Census Tract 2114.10, Los Angeles County, California"	"06037211410"	"270793"	"0"	""	""	3038	29056.82	0.104553766272276
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2114.20"	""	""	"Census Tract 2114.20, Los Angeles County, California"	"06037211420"	"381085"	"0"	""	""	3639	24731.93	0.147137747356358
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2115"	""	""	"Census Tract 2115, Los Angeles County, California"	"06037211500"	"909039"	"0"	""	""	4064	11578.94	0.350981935051437
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2117.01"	""	""	"Census Tract 2117.01, Los Angeles County, California"	"06037211701"	"651516"	"0"	""	""	2677	10641.95	0.251551744641288
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2117.03"	""	""	"Census Tract 2117.03, Los Angeles County, California"	"06037211703"	"184109"	"0"	""	""	4624	65048.99	0.0710848853353761
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211704"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2117.04"	""	""	"Census Tract 2117.04, Los Angeles County, California"	"06037211704"	"184945"	"0"	""	""	2802	39239.48	0.0714076667536684
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2118.02"	""	""	"Census Tract 2118.02, Los Angeles County, California"	"06037211802"	"325416"	"0"	""	""	4575	36412.45	0.125643825376797
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211803"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2118.03"	""	""	"Census Tract 2118.03, Los Angeles County, California"	"06037211803"	"139528"	"0"	""	""	3528	65488.49	0.0538720642721125
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211804"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2118.04"	""	""	"Census Tract 2118.04, Los Angeles County, California"	"06037211804"	"185958"	"0"	""	""	3131	43607.98	0.071798788256934
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211910"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2119.10"	""	""	"Census Tract 2119.10, Los Angeles County, California"	"06037211910"	"137966"	"0"	""	""	4143	77775.11	0.0532689726747769
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211921"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2119.21"	""	""	"Census Tract 2119.21, Los Angeles County, California"	"06037211921"	"92665"	"0"	""	""	2113	59058.38	0.0357781580455199
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"211922"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2119.22"	""	""	"Census Tract 2119.22, Los Angeles County, California"	"06037211922"	"92893"	"0"	""	""	3420	95354.43	0.0358661893414178
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2121.01"	""	""	"Census Tract 2121.01, Los Angeles County, California"	"06037212101"	"185776"	"0"	""	""	2612	36415.09	0.0717285176610857
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2121.02"	""	""	"Census Tract 2121.02, Los Angeles County, California"	"06037212102"	"138659"	"0"	""	""	2682	50096.63	0.0535365414820455
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2122.02"	""	""	"Census Tract 2122.02, Los Angeles County, California"	"06037212202"	"206471"	"0"	""	""	3417	42863.11	0.0797189021725197
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212203"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2122.03"	""	""	"Census Tract 2122.03, Los Angeles County, California"	"06037212203"	"106312"	"0"	""	""	2733	66581.73	0.041047294427619
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212204"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2122.04"	""	""	"Census Tract 2122.04, Los Angeles County, California"	"06037212204"	"213185"	"0"	""	""	3431	41683.27	0.0823111921754078
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212303"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2123.03"	""	""	"Census Tract 2123.03, Los Angeles County, California"	"06037212303"	"155649"	"0"	""	""	3864	64296.68	0.0600964174351387
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212304"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2123.04"	""	""	"Census Tract 2123.04, Los Angeles County, California"	"06037212304"	"205676"	"0"	""	""	1721	21671.8	0.0794119509434021
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2123.05"	""	""	"Census Tract 2123.05, Los Angeles County, California"	"06037212305"	"108058"	"0"	""	""	2745	65793.53	0.0417214288251529
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212306"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2123.06"	""	""	"Census Tract 2123.06, Los Angeles County, California"	"06037212306"	"161926"	"0"	""	""	3030	48464.51	0.0625199807875558
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"212410"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 2124.10"	""	""	"Census Tract 2124.10, Los Angeles County, California"	"06037212410"	"157191"	"0"	""	""	4084	67290.82	0.0606917869889745
