Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003
"06037218120","Census Tract 2181.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2181.20",,,,3684,21431.35,0.171897707634167
"06037218210","Census Tract 2182.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2182.10",,,,4090,27267.87,0.14999335904259
"06037218220","Census Tract 2182.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2182.20",,,,3858,14852.16,0.259760276881592
"06037218300","Census Tract 2183, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2183",,,,4933,14333.12,0.344168003867199
"06037218400","Census Tract 2184, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2184",,,,4079,16088.18,0.25354017084249
"06037218500","Census Tract 2185, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2185",,,,2784,13780.14,0.202029893574796
"06037218600","Census Tract 2186, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2186",,,,3102,18656.85,0.166266021309751
"06037218701","Census Tract 2187.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2187.01",,,,2079,9791.882,0.212318744333951
"06037218702","Census Tract 2187.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2187.02",,,,2627,18917.01,0.138869755381106
"06037218800","Census Tract 2188, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2188",,,,2664,16761.44,0.158936257619726
"06037218900","Census Tract 2189, Los Angeles County, California","ca","140","00",,,,"06","037",,,"218900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2189",,,,5229,19253.61,0.271585428195034
"06037219010","Census Tract 2190.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2190.10",,,,3023,17759.8,0.170215846559907
"06037219020","Census Tract 2190.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2190.20",,,,4625,16488.34,0.280501299619921
"06037219300","Census Tract 2193, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2193",,,,3664,14559,0.25166564478291
"06037219500","Census Tract 2195, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2195",,,,2053,9536.172,0.21528555344658
"06037219700","Census Tract 2197, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2197",,,,4479,10618.47,0.421811992951319
"06037219800","Census Tract 2198, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2198",,,,3048,17694.87,0.172253307737333
"06037219901","Census Tract 2199.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2199.01",,,,4944,24395.35,0.202661556733081
"06037219902","Census Tract 2199.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"219902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2199.02",,,,3514,11402.89,0.308167450968885
"06037220000","Census Tract 2200, Los Angeles County, California","ca","140","00",,,,"06","037",,,"220000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2200",,,,4460,11886.69,0.375209460429932
"06037220100","Census Tract 2201, Los Angeles County, California","ca","140","00",,,,"06","037",,,"220100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2201",,,,2583,6828.05,0.378292486297234
"06037221110","Census Tract 2211.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2211.10",,,,3161,34952.62,0.0904367124480886
"06037221120","Census Tract 2211.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2211.20",,,,2922,23835.82,0.122588598866095
"06037221210","Census Tract 2212.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2212.10",,,,3095,22341.73,0.138529985467114
"06037221220","Census Tract 2212.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2212.20",,,,2979,11700.92,0.25459538808674
"06037221302","Census Tract 2213.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.02",,,,3681,20629.34,0.17843518966111
"06037221303","Census Tract 2213.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.03",,,,2611,28903.35,0.090335553678241
"06037221304","Census Tract 2213.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2213.04",,,,3674,41872.71,0.087742105368828
"06037221401","Census Tract 2214.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.01",,,,3341,15956.07,0.209387456621421
"06037221402","Census Tract 2214.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2214.02",,,,3063,14903.14,0.205527207075863
"06037221500","Census Tract 2215, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2215",,,,3513,23898.35,0.146997592266837
"06037221601","Census Tract 2216.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.01",,,,3354,23484.37,0.142818422324737
"06037221602","Census Tract 2216.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2216.02",,,,2455,12162.38,0.201851900472126
"06037221710","Census Tract 2217.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2217.10",,,,2890,22821.5,0.126634949659998
"06037221810","Census Tract 2218.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.10",,,,2679,22799.07,0.117504791527992
"06037221820","Census Tract 2218.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2218.20",,,,2335,29607.04,0.0788663885701401
"06037221900","Census Tract 2219, Los Angeles County, California","ca","140","00",,,,"06","037",,,"221900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2219",,,,4281,27041.48,0.158312316504941
"06037222001","Census Tract 2220.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.01",,,,3139,17141.06,0.183127489393773
"06037222002","Census Tract 2220.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2220.02",,,,5172,20429.03,0.253169126652324
"06037222100","Census Tract 2221, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2221",,,,4058,21944.88,0.184917845179205
"06037222200","Census Tract 2222, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2222",,,,3895,20935.16,0.186050668960628
"06037222500","Census Tract 2225, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2225",,,,4616,18323.41,0.251918155605354
"06037222600","Census Tract 2226, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2226",,,,5668,22517.56,0.251714679759134
"06037222700","Census Tract 2227, Los Angeles County, California","ca","140","00",,,,"06","037",,,"222700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2227",,,,4094,12901.47,0.317328111172716
"06037224010","Census Tract 2240.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.10",,,,3137,9784.203,0.320618860010162
"06037224020","Census Tract 2240.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2240.20",,,,2633,5533.771,0.475805679408553
"06037224200","Census Tract 2242, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2242",,,,2429,17086.23,0.142161276422902
"06037224310","Census Tract 2243.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.10",,,,1964,28135.85,0.0698041844209317
"06037224320","Census Tract 2243.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2243.20",,,,3300,29394.33,0.112266543319892
"06037224410","Census Tract 2244.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.10",,,,3029,17307.69,0.175008918960242
"06037224420","Census Tract 2244.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2244.20",,,,2449,17685.14,0.13847786167349
"06037224600","Census Tract 2246, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2246",,,,3037,10941.03,0.277578892257416
"06037224701","Census Tract 2247.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.01",,,,2613,28738.66,0.0909228150864019
"06037224702","Census Tract 2247.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"224702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2247.02",,,,2646,17324.82,0.1527288929524
"06037226001","Census Tract 2260.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.01",,,,2188,5476.508,0.399524631002151
"06037226002","Census Tract 2260.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2260.02",,,,1960,1976.517,0.991643590626675
"06037226410","Census Tract 2264.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.10",,,,3579,32814.6,0.109067300697918
"06037226420","Census Tract 2264.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2264.20",,,,5306,32188.31,0.16484246259056
"06037226701","Census Tract 2267.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.01",,,,2846,19598.38,0.145216116831429
"06037226702","Census Tract 2267.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"226702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2267.02",,,,4285,27293.61,0.156996480292573
"06037227010","Census Tract 2270.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.10",,,,4550,20346.14,0.223629607550305
"06037227020","Census Tract 2270.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"227020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2270.20",,,,3529,20767.26,0.169930903154764
"06037228100","Census Tract 2281, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2281",,,,5158,13314.85,0.387387123029141
"06037228210","Census Tract 2282.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.10",,,,4119,25954.57,0.158700349190807
"06037228220","Census Tract 2282.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2282.20",,,,4584,32419.58,0.141396021912071
"06037228310","Census Tract 2283.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.10",,,,4506,21362.04,0.210934954138784
"06037228320","Census Tract 2283.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2283.20",,,,3351,25750.72,0.130132263161065
"06037228410","Census Tract 2284.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.10",,,,3372,31447.49,0.107226365527562
"06037228420","Census Tract 2284.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2284.20",,,,3165,29551.26,0.107102040627215
"06037228500","Census Tract 2285, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2285",,,,5069,29246.53,0.173319721944658
"06037228600","Census Tract 2286, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2286",,,,5006,24604.16,0.203461560439662
"06037228710","Census Tract 2287.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.10",,,,4147,26534.02,0.15628991331234
"06037228720","Census Tract 2287.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2287.20",,,,4800,30760.56,0.156043966226871
"06037228800","Census Tract 2288, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2288",,,,5347,16398.97,0.326057109144907
"06037228900","Census Tract 2289, Los Angeles County, California","ca","140","00",,,,"06","037",,,"228900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2289",,,,2967,14906.38,0.199042234944718
"06037229100","Census Tract 2291, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2291",,,,4635,25270.22,0.183417452127191
"06037229200","Census Tract 2292, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2292",,,,4427,25727.05,0.172075700736837
"06037229300","Census Tract 2293, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2293",,,,5973,30791.21,0.193983910350164
"06037229410","Census Tract 2294.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.10",,,,3932,18774.6,0.209431858371545
"06037229420","Census Tract 2294.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"229420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2294.20",,,,4320,19153.67,0.225544288236084
"06037231100","Census Tract 2311, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2311",,,,3809,11034.24,0.345198124470075
"06037231210","Census Tract 2312.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.10",,,,4279,34559.23,0.123816403782566
"06037231220","Census Tract 2312.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2312.20",,,,4353,11680.97,0.372657325053244
"06037231301","Census Tract 2313.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.01",,,,2479,27446.82,0.0903201095912413
"06037231302","Census Tract 2313.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2313.02",,,,3117,19061.48,0.163523537560792
"06037231400","Census Tract 2314, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2314",,,,5195,21665.43,0.239782964245394
"06037231500","Census Tract 2315, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2315",,,,5135,14468.55,0.354907821966743
"06037231601","Census Tract 2316.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.01",,,,2448,19851.37,0.123316401465953
"06037231602","Census Tract 2316.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.02",,,,2048,16838.34,0.121627204450368
"06037231603","Census Tract 2316.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.03",,,,2788,22546.74,0.12365424086907
"06037231710","Census Tract 2317.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.10",,,,4303,34420.12,0.125014092729387
"06037231720","Census Tract 2317.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.20",,,,5257,28831.94,0.182332505015467
"06037231800","Census Tract 2318, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2318",,,,5258,26175.78,0.200872745356349
"06037231901","Census Tract 2319.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.01",,,,2867,30337.49,0.0945035266572664
"06037231902","Census Tract 2319.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.02",,,,3255,26013.52,0.125127220666659
"06037232110","Census Tract 2321.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.10",,,,3378,23021.63,0.146731567868268
"06037232120","Census Tract 2321.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.20",,,,5308,26342.76,0.201497458675484
"06037232200","Census Tract 2322, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2322",,,,3638,18017.7,0.201912518513599
"06037232300","Census Tract 2323, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2323",,,,4992,20563.01,0.242765989649373
"06037232401","Census Tract 2324.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.01",,,,3968,18039.79,0.219958161968318
"06037232402","Census Tract 2324.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.02",,,,3095,14755.39,0.209753867585487
"06037232500","Census Tract 2325, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2325",,,,4736,15978.02,0.296407164820841
"06037232601","Census Tract 2326.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.01",,,,1772,17393.21,0.10187885040394
"06037232602","Census Tract 2326.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.02",,,,5552,27058.85,0.205182417833596
"06037232701","Census Tract 2327.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.01",,,,2502,23353.91,0.10713408710774
"06037232702","Census Tract 2327.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.02",,,,4676,26691.79,0.175184981552038
"06037232800","Census Tract 2328, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2328",,,,4426,26868.51,0.164728176346763
"06037234001","Census Tract 2340.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.01",,,,2379,9098.05,0.261484609195101
"06037234002","Census Tract 2340.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.02",,,,3030,13898.53,0.21800873208679
"06037234200","Census Tract 2342, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2342",,,,2569,7536.113,0.340891926912403
"06037234301","Census Tract 2343.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.01",,,,1684,8654.123,0.194589318560549
"06037234302","Census Tract 2343.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.02",,,,2441,17259.28,0.141431157209995
"06037234501","Census Tract 2345.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.01",,,,2901,9994.088,0.290271615158062
"06037234502","Census Tract 2345.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.02",,,,2772,13176.8,0.210369700554597
"06037234600","Census Tract 2346, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2346",,,,4885,9708.025,0.503191906680649
"06037234700","Census Tract 2347, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2347",,,,3700,12914.03,0.286510207769302
"06037234800","Census Tract 2348, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2348",,,,3424,13555.88,0.252584181857213
"06037234901","Census Tract 2349.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.01",,,,2954,23511.19,0.125642280968097
"06037234902","Census Tract 2349.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.02",,,,4558,26367.41,0.172864893582519
"06037235100","Census Tract 2351, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2351",,,,4074,8930.888,0.456169681095048
"06037235201","Census Tract 2352.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.01",,,,2847,11298.85,0.251972596012028
"06037235202","Census Tract 2352.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.02",,,,3888,11825.29,0.328786851522092
"06037236001","Census Tract 2360.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2360.01",,,,4207,5104.963,0.824099957219879
"06037236101","Census Tract 2361.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2361.01",,,,2421,9911.655,0.244257888453537
"06037236102","Census Tract 2361.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2361.02",,,,3573,18580.48,0.192298574356329
"06037236203","Census Tract 2362.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.03",,,,3727,28446.06,0.131019912061369
"06037236204","Census Tract 2362.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.04",,,,2968,33441.01,0.0887533069651288
"06037236205","Census Tract 2362.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.05",,,,3421,53058.21,0.064476360508234
